	run	task	split	label	tn_count	fp_count	fn_count	tp_count	stratifier	stratum_key
14	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-EXT	83055	31	230	46		
15	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-GOL	83263	0	99	0		
16	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-LOC	80946	219	1272	925		
17	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-LVB	83306	0	16	40		
18	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-MNR	81117	240	1162	843		
19	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-MOD	80533	5	8	2816		
20	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-NEG	81772	23	35	1532		
21	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-PNC	83249	0	113	0		
22	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-PRD	82944	0	418	0		
23	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-PRP	82818	12	515	17		
24	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-PRR	83362	0	0	0		
25	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-PRX	83362	0	0	0		
26	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-REC	83349	0	13	0		
27	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	ARGM-TMP	76493	825	881	5163		
28	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARG0	83329	0	33	0		
29	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARG1	83033	0	328	1		
30	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARG2	83338	0	24	0		
31	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARG3	83361	0	1	0		
32	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARG4	83361	0	1	0		
33	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-ADJ	83362	0	0	0		
34	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-ADV	83360	0	2	0		
35	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-CAU	83362	0	0	0		
36	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-COM	83362	0	0	0		
37	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-DIR	83362	0	0	0		
38	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-DIS	83362	0	0	0		
39	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-DSP	83362	0	0	0		
40	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-EXT	83361	0	1	0		
41	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-LOC	83362	0	0	0		
42	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-MNR	83354	0	8	0		
43	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-MOD	83362	0	0	0		
44	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-NEG	83362	0	0	0		
45	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-PRP	83362	0	0	0		
46	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	C-ARGM-TMP	83361	0	1	0		
47	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARG0	82177	183	398	604		
48	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARG1	82526	121	357	358		
49	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARG2	83305	0	57	0		
50	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARG3	83355	0	7	0		
51	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARG4	83360	0	2	0		
52	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARG5	83362	0	0	0		
53	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-ADV	83359	0	3	0		
54	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-CAU	83360	0	2	0		
55	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-COM	83362	0	0	0		
56	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-DIR	83361	0	1	0		
57	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-EXT	83360	0	2	0		
58	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-GOL	83362	0	0	0		
59	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-LOC	83242	31	57	32		
60	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-MNR	83348	0	14	0		
61	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-MOD	83362	0	0	0		
62	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-PNC	83362	0	0	0		
63	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-PRD	83362	0	0	0		
64	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-PRP	83361	0	1	0		
65	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	R-ARGM-TMP	83286	0	76	0		
66	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_macro_avg_	5405398	13132	27069	56293		
67	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_micro_avg_	5405398	13132	27069	56293		
68	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_0_	3042952	6198	13312	33598	span_distance	0.0
69	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_1_	802353	2282	4344	8035	span_distance	1.0
70	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_2_	458002	1353	2650	4417	span_distance	2.0
71	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_3_	286393	777	1640	2778	span_distance	3.0
72	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_4_	213015	575	1208	2078	span_distance	4.0
73	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_5_	132444	416	840	1204	span_distance	5.0
74	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_6_	93114	291	592	845	span_distance	6.0
75	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_7_	70115	215	489	593	span_distance	7.0
76	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_8_	52543	172	350	461	span_distance	8.0
77	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_9_	43401	149	288	382	span_distance	9.0
78	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_10_	36496	99	238	325	span_distance	10.0
79	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_11_	27323	107	191	231	span_distance	11.0
80	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_12_	21965	70	138	201	span_distance	12.0
81	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_13_	18280	50	109	173	span_distance	13.0
82	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_14_	15745	50	104	139	span_distance	14.0
83	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_15_	12102	53	89	98	span_distance	15.0
84	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_16_	10687	38	70	95	span_distance	16.0
85	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_17_	9782	33	59	92	span_distance	17.0
86	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_18_	7257	23	38	74	span_distance	18.0
87	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_19_	8353	32	49	80	span_distance	19.0
88	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_20_	5960	20	39	53	span_distance	20.0
89	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_21_	5509	16	34	51	span_distance	21.0
90	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_22_	4788	22	38	36	span_distance	22.0
91	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_23_	3501	9	22	32	span_distance	23.0
92	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_24_	2781	14	19	24	span_distance	24.0
93	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_25_	2526	9	15	24	span_distance	25.0
94	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_26_	1814	6	11	17	span_distance	26.0
95	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_27_	1879	6	9	20	span_distance	27.0
96	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_28_	1689	1	6	20	span_distance	28.0
97	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_29_	1298	2	6	14	span_distance	29.0
98	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_30_	1102	3	3	14	span_distance	30.0
99	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_31_	1489	6	11	12	span_distance	31.0
100	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_32_	972	3	6	9	span_distance	32.0
101	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_33_	778	2	4	8	span_distance	33.0
102	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_34_	646	4	3	7	span_distance	34.0
103	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_35_	517	3	5	3	span_distance	35.0
104	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_36_	453	2	1	6	span_distance	36.0
105	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_37_	518	2	4	4	span_distance	37.0
106	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_38_	195	0	0	3	span_distance	38.0
107	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_39_	130	0	1	1	span_distance	39.0
108	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_40_	130	0	0	2	span_distance	40.0
109	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_41_	389	1	3	3	span_distance	41.0
110	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_42_	194	1	1	2	span_distance	42.0
111	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_43_	195	0	1	2	span_distance	43.0
112	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_44_	453	2	5	2	span_distance	44.0
113	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_45_	195	0	1	2	span_distance	45.0
114	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_46_	64	1	1	0	span_distance	46.0
115	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_47_	130	0	0	2	span_distance	47.0
116	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_48_	194	1	1	2	span_distance	48.0
117	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_49_	130	0	0	2	span_distance	49.0
118	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_50_	65	0	0	1	span_distance	50.0
119	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_51_	258	2	2	2	span_distance	51.0
120	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_52_	65	0	0	1	span_distance	52.0
121	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_53_	258	2	3	1	span_distance	53.0
122	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_54_	129	1	2	0	span_distance	54.0
123	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_56_	65	0	0	1	span_distance	56.0
124	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_57_	129	1	2	0	span_distance	57.0
125	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_62_	65	0	0	1	span_distance	62.0
126	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_63_	64	1	1	0	span_distance	63.0
127	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_65_	65	0	0	1	span_distance	65.0
128	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_66_	65	0	0	1	span_distance	66.0
129	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_67_	65	0	1	0	span_distance	67.0
130	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_70_	65	0	1	0	span_distance	70.0
131	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_72_	129	1	1	1	span_distance	72.0
132	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-srl-ontonotes/run	edges-srl-ontonotes	val	_span_distance_73_	65	0	0	1	span_distance	73.0
